0.0,-5.882354,0.0
3.1372552,-6.5098047,0.0
6.2745104,-5.882354,0.0
9.411765,-5.882354,0.0
12.549021,-6.1960793,0.0
15.6862755,-8.078432,0.0
18.82353,-9.176472,0.0
21.960785,-10.27451,0.0
25.098042,-10.745098,0.0
28.235296,-10.588236,0.0
31.372551,-10.27451,0.0
34.509804,-10.901961,0.0
37.64706,-9.490196,0.0
40.784313,-9.333334,0.0
43.92157,-9.490196,0.0
47.058823,-9.0196085,0.0
50.196083,-9.960785,0.0
53.333336,-9.490196,0.0
56.470592,-9.960785,0.0
59.607845,-11.058825,0.0
62.745102,-13.09804,0.0
65.882355,-14.3529415,0.0
69.01961,-14.980392,0.0
72.15687,-14.980392,0.0
75.29412,-14.196079,0.0
78.43137,-13.568628,0.0
81.56863,-12.470589,0.0
84.70589,-11.372549,0.0
87.84314,-11.372549,0.0
90.98039,-11.215687,0.0
94.117645,-11.6862755,0.0
97.254906,-12.0,0.0
100.392166,-12.784314,0.0
103.52942,-12.313726,0.0
106.66667,-12.313726,0.0
109.803925,-13.09804,0.0
112.941185,-13.725491,0.0
116.07844,-13.411765,0.0
119.21569,-13.254902,0.0
122.35294,-13.568628,0.0
125.490204,-13.411765,0.0
128.62746,-13.09804,0.0
131.76471,-12.313726,0.0
134.90196,-12.313726,0.0
138.03922,-12.627451,0.0
141.17647,-11.6862755,0.0
144.31374,-11.058825,0.0
147.45099,-10.745098,0.0
150.58824,-10.588236,0.0
153.7255,-9.803923,0.0
156.86275,-9.490196,0.0
160.0,-8.235294,0.0
163.13725,-7.2941184,0.0
166.2745,-5.882354,0.0
169.41177,-4.3137264,0.0
172.54903,-2.9019618,0.0
175.68628,-2.1176481,0.0
178.82353,-1.6470599,0.0
181.96078,0.078430176,0.0
185.09804,1.1764693,0.0
188.23529,1.960783,0.0
191.37254,2.2745085,0.0
194.50981,2.4313712,0.0
197.64706,2.4313712,0.0
200.78433,2.2745085,0.0
203.92159,1.6470575,0.0
207.05884,0.86274385,0.0
210.19609,1.3333321,0.0
213.33334,2.4313712,0.0
216.4706,3.215685,0.0
219.60785,3.3725476,0.0
222.7451,3.3725476,0.0
225.88237,3.0588222,0.0
229.01962,2.9019594,0.0
232.15688,2.7450967,0.0
235.29413,3.0588222,0.0
238.43138,2.9019594,0.0
241.56863,3.5294104,0.0
244.70589,3.9999986,0.0
247.84314,4.313724,0.0
250.98041,4.7843122,0.0
254.11766,6.196077,0.0
257.2549,6.196077,0.0
260.39215,5.2549005,0.0
263.52942,4.470587,0.0
266.6667,3.5294104,0.0
269.80392,2.4313712,0.0
272.9412,2.2745085,0.0
276.07843,2.4313712,0.0
279.2157,3.5294104,0.0
282.35294,4.1568613,0.0
285.4902,3.8431358,0.0
288.62747,2.9019594,0.0
291.7647,0.5490184,0.0
294.90198,-1.9607854,0.0
298.0392,-3.2156873,0.0
301.17648,-2.1176481,0.0
304.31372,-1.1764717,0.0
307.451,-0.86274624,0.0
310.58823,0.5490184,0.0
313.7255,1.3333321,0.0
316.86276,1.0196066,0.0
320.0,1.1764693,0.0
323.13727,1.0196066,0.0
326.2745,1.1764693,0.0
329.41177,1.3333321,0.0
332.549,1.4901948,0.0
335.68628,1.6470575,0.0
338.82355,2.4313712,0.0
341.9608,3.5294104,0.0
345.09805,3.9999986,0.0
348.2353,4.313724,0.0
351.37256,4.313724,0.0
354.5098,4.6274495,0.0
357.64706,5.0980377,0.0
360.7843,4.7843122,0.0
363.92157,5.2549005,0.0
367.05884,6.5098023,0.0
370.19608,6.823528,0.0
373.33334,6.9803905,0.0
376.47058,7.1372533,0.0
379.60785,6.3529396,0.0
382.7451,5.0980377,0.0
385.88235,4.470587,0.0
389.01962,4.1568613,0.0
392.15686,4.313724,0.0
395.29413,3.686273,0.0
398.43137,2.588234,0.0
401.56866,0.86274385,0.0
404.7059,-1.1764717,0.0
407.84317,-2.5882363,0.0
410.9804,-2.9019618,0.0
414.11768,-3.37255,0.0
417.2549,-3.5294127,0.0
420.39218,-2.9019618,0.0
423.52942,-1.4901972,0.0
426.6667,-0.07843256,0.0
429.80396,0.5490184,0.0
432.9412,0.23529291,0.0
436.07846,-0.39215803,0.0
439.2157,-0.86274624,0.0
442.35297,-0.86274624,0.0
445.4902,-1.1764717,0.0
448.62747,-1.3333344,0.0
451.76474,-1.8039227,0.0
454.90198,-2.1176481,0.0
458.03925,-2.9019618,0.0
461.17648,-3.5294127,0.0
464.31375,-3.37255,0.0
467.451,-3.5294127,0.0
470.58826,-4.9411774,0.0
473.72552,-6.82353,0.0
476.86276,-7.450981,0.0
480.00003,-6.82353,0.0
483.13727,-5.725491,0.0
486.27454,-5.254903,0.0
489.41177,-5.725491,0.0
492.54904,-5.725491,0.0
495.68628,-5.882354,0.0
498.82355,-5.725491,0.0
501.96082,-5.4117656,0.0
505.09805,-5.254903,0.0
508.23532,-6.0392165,0.0
511.37256,-8.235294,0.0
514.5098,-8.705883,0.0
517.6471,-7.9215693,0.0
520.7843,-7.7647066,0.0
523.9216,-7.9215693,0.0
527.05884,-8.078432,0.0
530.1961,-8.235294,0.0
533.3334,-9.333334,0.0
536.4706,-10.27451,0.0
539.60785,-10.588236,0.0
